player_id,player_name,order,team,opp_pitcher,matchup,weather,blended_iso,drought_games,core_hr_prob,hazard_mult,synergy_prob,synergy_score,target_call,rank
595879,Javier Báez,9,Detroit Tigers,Drew Rasmussen (RHP),R vs R,[🔥 AIR SURGE 65° 14MPH],0.047,20,4.0,0.75,3.0,10.0,⚾ Standard Rotation,152
672695,Geraldo Perdomo,3,Arizona Diamondbacks,Kevin Gausman (RHP),S vs R,[DOME / CONTROLLED],0.056,19,4.5,0.87,3.9,10.0,⚾ Standard Rotation,153
592663,J.T. Realmuto,9,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,[NEUTRAL 72°],0.057,17,4.1,0.83,3.4,10.0,⚾ Standard Rotation,154
672356,Gabriel Arias,3,Chicago Cubs,Merrill Kelly (RHP),R vs R,[DOME / CONTROLLED],0.023,16,3.0,0.75,3.0,10.0,⚾ Standard Rotation,155
663538,Nico Hoerner,9,Chicago Cubs,Merrill Kelly (RHP),R vs R,[DOME / CONTROLLED],0.044,16,3.6,0.75,3.0,10.0,⚾ Standard Rotation,156
678545,Osleivis Basabe,9,San Francisco Giants,Chase Burns (RHP),R vs R,[NEUTRAL 59° 5MPH],0.065,16,4.2,0.98,4.1,10.0,⚾ Standard Rotation,157
666018,Jonathan Aranda,3,Tampa Bay Rays,Framber Valdez (LHP),L vs L,[🔥 AIR SURGE 65° 14MPH],0.061,15,4.8,0.87,4.2,10.0,⚾ Standard Rotation,158
663743,Nick Fortes,9,Tampa Bay Rays,Framber Valdez (LHP),R vs L,[🔥 AIR SURGE 65° 14MPH],0.045,15,4.4,0.75,3.3,10.0,⚾ Standard Rotation,159
678662,Ezequiel Tovar,5,Colorado Rockies,Cade Cavalli (RHP),R vs R,[NEUTRAL 74° 5MPH],0.054,15,4.4,0.75,3.3,10.0,⚾ Standard Rotation,160
683227,Cody Freeman,2,Texas Rangers,TBD Pitcher (RHP),R vs R,[DOME / CONTROLLED],0.026,15,3.0,0.75,3.0,10.0,⚾ Standard Rotation,161
640902,Jhonny Pereda,5,Seattle Mariners,Zack Wheeler (RHP),R vs R,[NEUTRAL 72°],0.074,13,5.3,0.75,4.0,10.0,⚾ Standard Rotation,162
694197,Angel Genao,1,Cleveland Guardians,George Klassen (RHP),S vs R,[NEUTRAL 72°],0.076,12,6.1,0.75,4.6,10.0,⚾ Standard Rotation,163
608348,Carson Kelly,2,Chicago Cubs,Merrill Kelly (RHP),R vs R,[DOME / CONTROLLED],0.08,12,6.4,0.75,4.8,10.0,⚾ Standard Rotation,164
671155,Ivan Johnson,5,Cincinnati Reds,TBD Pitcher (RHP),S vs R,[NEUTRAL 59° 5MPH],0.023,12,3.0,0.75,3.0,10.0,⚾ Standard Rotation,165
663968,Jake Mangum,7,Pittsburgh Pirates,Robbie Ray (LHP),S vs L,[NEUTRAL 72° 3MPH],0.072,11,4.7,0.75,3.6,10.0,⚾ Standard Rotation,166
666023,Freddy Fermin,3,San Diego Padres,Braxton Ashcraft (RHP),R vs R,[NEUTRAL 72° 3MPH],0.086,11,6.1,0.75,4.5,10.0,⚾ Standard Rotation,167
808982,Jung Hoo Lee,8,San Francisco Giants,Chase Burns (RHP),L vs R,[NEUTRAL 59° 5MPH],0.089,10,6.2,0.75,4.7,10.0,⚾ Standard Rotation,168
669707,Jared Triolo,8,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,[NEUTRAL 72° 3MPH],0.07,9,5.7,0.75,4.3,10.0,⚾ Standard Rotation,169
621550,Patrick Wisdom,9,Seattle Mariners,Zack Wheeler (RHP),R vs R,[NEUTRAL 72°],0.085,9,6.1,0.75,4.6,10.0,⚾ Standard Rotation,170
695681,Christian Moore,2,Los Angeles Angels,Parker Messick (LHP),R vs L,[NEUTRAL 72°],0.023,8,3.0,0.75,3.0,10.0,⚾ Standard Rotation,171
801126,Brock Rodden,1,Seattle Mariners,Zack Wheeler (RHP),S vs R,[NEUTRAL 72°],0.075,8,5.4,0.89,4.8,10.0,⚾ Standard Rotation,172
663647,Ke'Bryan Hayes,8,Cincinnati Reds,TBD Pitcher (RHP),R vs R,[NEUTRAL 59° 5MPH],0.095,8,6.0,0.75,4.5,10.0,⚾ Standard Rotation,173
690022,Ryan Ritter,9,Colorado Rockies,Cade Cavalli (RHP),R vs R,[NEUTRAL 74° 5MPH],0.05,7,4.1,0.75,3.0,10.0,⚾ Standard Rotation,174
694378,Jacob Gonzalez,6,Pittsburgh Pirates,Robbie Ray (LHP),L vs L,[NEUTRAL 72° 3MPH],0.099,7,6.5,0.75,4.9,10.0,⚾ Standard Rotation,175
669720,Austin Hays,1,San Diego Padres,Braxton Ashcraft (RHP),R vs R,[NEUTRAL 72° 3MPH],0.079,7,5.6,0.75,4.2,10.0,⚾ Standard Rotation,176
630105,Jake Cronenworth,6,San Diego Padres,Braxton Ashcraft (RHP),L vs R,[NEUTRAL 72° 3MPH],0.064,6,4.9,0.75,3.7,10.0,⚾ Standard Rotation,177
650859,Luis Rengifo,9,San Diego Padres,Braxton Ashcraft (RHP),S vs R,[NEUTRAL 72° 3MPH],0.083,6,5.8,0.75,4.4,10.0,⚾ Standard Rotation,178
668939,Adley Rutschman,1,Boston Red Sox,Sandy Alcantara (RHP),S vs R,[DOME / CONTROLLED],0.084,4,6.7,0.75,5.0,10.0,⚾ Standard Rotation,179
699302,Héctor Rodríguez,4,Cincinnati Reds,TBD Pitcher (RHP),L vs R,[NEUTRAL 59° 5MPH],0.095,1,6.6,0.75,5.0,10.0,⚾ Standard Rotation,180
