player_id,player_name,order,team,opp_pitcher,matchup,season_iso,drought_games,scale_lambda,hazard_rate,projected_due,hazard_score,target_call,rank
664983,Jake McCarthy,6,Colorado Rockies,Cade Cavalli (RHP),L vs R,0.19,13,10.1,16.1,⚡ DUE NOW (Aug 25),32.1,⚡ DUE DATE WATCH: Critical Hazard Spike,20
545361,Mike Trout,7,Los Angeles Angels,Parker Messick (LHP),R vs L,0.194,12,9.9,16.0,⚡ DUE NOW (Aug 25),32.0,⚡ DUE DATE WATCH: Critical Hazard Spike,21
665052,Griffin Conine,5,Miami Marlins,Ranger Suarez (LHP),L vs L,0.263,4,7.3,15.2,⏳ Developing (Aug 28),30.3,⚾ Baseline Rotation,22
608070,José Ramírez,8,Cleveland Guardians,George Klassen (RHP),S vs R,0.14,30,13.7,15.0,⚡ DUE NOW (Aug 25),30.1,⚡ DUE DATE WATCH: Critical Hazard Spike,23
672724,Oswald Peraza,9,Los Angeles Angels,Parker Messick (LHP),R vs L,0.123,45,15.6,15.0,⚡ DUE NOW (Aug 25),29.9,⚡ DUE DATE WATCH: Critical Hazard Spike,24
668904,Royce Lewis,9,Minnesota Twins,Jeffrey Springs (LHP),R vs L,0.173,15,11.1,15.0,⚡ DUE NOW (Aug 25),29.9,⚡ DUE DATE WATCH: Critical Hazard Spike,25
642350,Jose Siri,5,Los Angeles Angels,Parker Messick (LHP),R vs L,0.19,11,10.1,14.9,⚡ DUE NOW (Aug 25),29.8,⚡ DUE DATE WATCH: Critical Hazard Spike,26
665019,Kody Clemens,7,Minnesota Twins,Jeffrey Springs (LHP),L vs L,0.228,6,8.4,14.8,🔥 PEAK WINDOW (Aug 26),29.6,🔥 ELEVATED HAZARD: Approaching Due Window,27
665923,Esteury Ruiz,4,Miami Marlins,Ranger Suarez (LHP),R vs L,0.192,10,10.0,14.5,⚡ DUE NOW (Aug 25),29.0,⚡ DUE DATE WATCH: Critical Hazard Spike,28
682657,Angel Martínez,2,Cleveland Guardians,George Klassen (RHP),S vs R,0.182,11,10.5,14.0,⚡ DUE NOW (Aug 25),28.0,⚡ DUE DATE WATCH: Critical Hazard Spike,29
665953,Andrés Chaparro,2,Washington Nationals,Ryan Feltner (RHP),R vs R,0.272,3,7.1,14.0,⏳ Developing (Aug 29),28.0,⚾ Baseline Rotation,30
650559,Bryan De La Cruz,3,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,0.205,7,9.4,13.6,🔥 PEAK WINDOW (Aug 26),27.2,🔥 ELEVATED HAZARD: Approaching Due Window,31
700652,Kenny Piper,7,Tampa Bay Rays,Framber Valdez (LHP),R vs L,0.375,1,5.1,13.6,⏳ Developing (Aug 29),27.2,⚾ Baseline Rotation,32
666126,Carlos Cortes,3,Athletics,Zebby Matthews (RHP),L vs R,0.142,22,13.5,13.4,⚡ DUE NOW (Aug 25),26.7,⚡ DUE DATE WATCH: Critical Hazard Spike,33
694497,Evan Carter,6,Texas Rangers,TBD Pitcher (RHP),L vs R,0.126,31,15.2,13.1,⚡ DUE NOW (Aug 25),26.2,⚡ DUE DATE WATCH: Critical Hazard Spike,34
675961,Alika Williams,1,Athletics,Zebby Matthews (RHP),R vs R,0.126,30,15.2,12.9,⚡ DUE NOW (Aug 25),25.8,⚡ DUE DATE WATCH: Critical Hazard Spike,35
656775,Cedric Mullins,1,Tampa Bay Rays,Framber Valdez (LHP),L vs L,0.147,18,13.1,12.8,⚡ DUE NOW (Aug 25),25.7,⚡ DUE DATE WATCH: Critical Hazard Spike,36
695734,Daylen Lile,6,Washington Nationals,Ryan Feltner (RHP),L vs R,0.159,14,12.1,12.8,⚡ DUE NOW (Aug 25),25.7,⚡ DUE DATE WATCH: Critical Hazard Spike,37
624641,Edmundo Sosa,7,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,0.138,22,13.9,12.8,⚡ DUE NOW (Aug 25),25.6,⚡ DUE DATE WATCH: Critical Hazard Spike,38
678882,Ceddanne Rafaela,5,Boston Red Sox,Sandy Alcantara (RHP),R vs R,0.175,10,11.0,12.7,🔥 PEAK WINDOW (Aug 25),25.4,🔥 ELEVATED HAZARD: Approaching Due Window,39
676356,Jonny DeLuca,4,Tampa Bay Rays,Framber Valdez (LHP),R vs L,0.165,12,11.6,12.6,⚡ DUE NOW (Aug 25),25.3,⚡ DUE DATE WATCH: Critical Hazard Spike,40
802415,Chandler Simpson,2,Tampa Bay Rays,Framber Valdez (LHP),L vs L,0.055,118,24.0,12.4,⚡ DUE NOW (Aug 25),24.7,⚡ DUE DATE WATCH: Critical Hazard Spike,41
678011,Anthony Seigler,3,Boston Red Sox,Sandy Alcantara (RHP),S vs R,0.151,15,12.7,12.3,⚡ DUE NOW (Aug 25),24.6,⚡ DUE DATE WATCH: Critical Hazard Spike,42
607043,Brandon Nimmo,1,Texas Rangers,TBD Pitcher (RHP),L vs R,0.157,13,12.2,12.2,⚡ DUE NOW (Aug 25),24.4,⚡ DUE DATE WATCH: Critical Hazard Spike,43
695670,Harry Ford,8,Washington Nationals,Ryan Feltner (RHP),R vs R,0.2,6,9.6,12.2,⏳ Developing (Aug 28),24.4,⚾ Baseline Rotation,44
678489,Jorge Barrosa,7,Arizona Diamondbacks,Kevin Gausman (RHP),S vs R,0.144,17,13.3,12.1,⚡ DUE NOW (Aug 25),24.3,⚡ DUE DATE WATCH: Critical Hazard Spike,45
669134,Luis Campusano,8,San Diego Padres,Braxton Ashcraft (RHP),R vs R,0.189,7,10.2,12.1,⏳ Developing (Aug 28),24.1,⚾ Baseline Rotation,46
624428,Adam Frazier,1,Los Angeles Angels,Parker Messick (LHP),L vs L,0.115,34,16.7,12.0,⚡ DUE NOW (Aug 25),23.9,⚡ DUE DATE WATCH: Critical Hazard Spike,47
678545,Osleivis Basabe,9,San Francisco Giants,Chase Burns (RHP),R vs R,0.144,16,13.3,11.8,⚡ DUE NOW (Aug 25),23.6,⚡ DUE DATE WATCH: Critical Hazard Spike,48
687597,Jordan Beck,7,Colorado Rockies,Cade Cavalli (RHP),R vs R,0.119,29,16.1,11.7,⚡ DUE NOW (Aug 25),23.4,⚡ DUE DATE WATCH: Critical Hazard Spike,49
663993,Nathaniel Lowe,9,Cleveland Guardians,George Klassen (RHP),L vs R,0.185,7,10.4,11.7,⏳ Developing (Aug 28),23.4,⚾ Baseline Rotation,50
681807,David Fry,6,Cleveland Guardians,George Klassen (RHP),R vs R,0.154,12,12.5,11.4,🔥 PEAK WINDOW (Aug 25),22.9,🔥 ELEVATED HAZARD: Approaching Due Window,51
680779,Henry Davis,5,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,0.128,21,15.0,11.2,⚡ DUE NOW (Aug 25),22.5,⚡ DUE DATE WATCH: Critical Hazard Spike,52
664954,Brett Sullivan,2,Colorado Rockies,Cade Cavalli (RHP),L vs R,0.199,5,9.6,11.2,⏳ Developing (Aug 29),22.4,⚾ Baseline Rotation,53
677594,Julio Rodríguez,7,Seattle Mariners,Zack Wheeler (RHP),R vs R,0.159,10,12.1,11.0,🔥 PEAK WINDOW (Aug 26),22.1,🔥 ELEVATED HAZARD: Approaching Due Window,54
666018,Jonathan Aranda,3,Tampa Bay Rays,Framber Valdez (LHP),L vs L,0.135,15,14.2,10.4,⚡ DUE NOW (Aug 25),20.9,⚡ DUE DATE WATCH: Critical Hazard Spike,55
672695,Geraldo Perdomo,3,Arizona Diamondbacks,Kevin Gausman (RHP),S vs R,0.125,19,15.4,10.4,⚡ DUE NOW (Aug 25),20.8,⚡ DUE DATE WATCH: Critical Hazard Spike,56
678246,Miguel Vargas,9,Chicago White Sox,Kumar Rocker (RHP),R vs R,0.252,2,7.6,10.4,⏳ Developing (Aug 30),20.8,⚾ Baseline Rotation,57
686611,Dylan Crews,7,Washington Nationals,Ryan Feltner (RHP),R vs R,0.147,11,13.1,10.3,🔥 PEAK WINDOW (Aug 26),20.6,🔥 ELEVATED HAZARD: Approaching Due Window,58
800050,Chase DeLauter,5,Cleveland Guardians,George Klassen (RHP),L vs R,0.162,8,11.9,10.3,⏳ Developing (Aug 28),20.5,⚾ Baseline Rotation,59
801126,Brock Rodden,1,Seattle Mariners,Zack Wheeler (RHP),S vs R,0.167,7,11.5,10.1,⏳ Developing (Aug 29),20.2,⚾ Baseline Rotation,60
592663,J.T. Realmuto,9,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,0.126,17,15.2,10.0,⚡ DUE NOW (Aug 25),20.0,⚡ DUE DATE WATCH: Critical Hazard Spike,61
699912,Jose Fernandez,8,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,0.1,35,19.2,9.9,⚡ DUE NOW (Aug 25),19.8,⚡ DUE DATE WATCH: Critical Hazard Spike,62
690924,Braxton Fulford,1,Colorado Rockies,Cade Cavalli (RHP),R vs R,0.103,32,18.6,9.9,⚡ DUE NOW (Aug 25),19.8,⚡ DUE DATE WATCH: Critical Hazard Spike,63
805811,Bryce Eldridge,2,San Francisco Giants,Chase Burns (RHP),L vs R,0.183,5,10.5,9.9,⏳ Developing (Aug 30),19.8,⚾ Baseline Rotation,64
701162,Ben Malgeri,1,Detroit Tigers,Drew Rasmussen (RHP),R vs R,0.172,6,11.2,9.8,⏳ Developing (Aug 30),19.6,⚾ Baseline Rotation,65
656537,Derek Hill,6,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,0.162,7,11.9,9.7,⏳ Developing (Aug 29),19.3,⚾ Baseline Rotation,66
669016,Brandon Marsh,2,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,0.161,7,11.9,9.6,⏳ Developing (Aug 29),19.1,⚾ Baseline Rotation,67
696285,Jacob Young,9,Washington Nationals,Ryan Feltner (RHP),R vs R,0.148,9,13.0,9.5,⏳ Developing (Aug 28),19.0,⚾ Baseline Rotation,68
643217,Andrew Benintendi,1,Chicago White Sox,Kumar Rocker (RHP),L vs R,0.177,5,10.8,9.4,⏳ Developing (Aug 30),18.9,⚾ Baseline Rotation,69
691788,Joe Mack,9,Miami Marlins,Ranger Suarez (LHP),L vs L,0.188,4,10.2,9.3,⏳ Developing (Sep 01),18.6,⚾ Baseline Rotation,70
702332,Caleb Durbin,4,Boston Red Sox,Sandy Alcantara (RHP),R vs R,0.144,9,13.3,9.1,⏳ Developing (Aug 29),18.2,⚾ Baseline Rotation,71
682663,Agustín Ramírez,1,Miami Marlins,Ranger Suarez (LHP),R vs L,0.107,23,17.9,9.0,⚡ DUE NOW (Aug 25),18.1,⚡ DUE DATE WATCH: Critical Hazard Spike,72
678662,Ezequiel Tovar,5,Colorado Rockies,Cade Cavalli (RHP),R vs R,0.121,15,15.9,8.9,🔥 PEAK WINDOW (Aug 25),17.8,🔥 ELEVATED HAZARD: Approaching Due Window,73
664040,Brandon Lowe,2,Pittsburgh Pirates,Robbie Ray (LHP),L vs L,0.225,2,8.5,8.8,⏳ Developing (Sep 01),17.7,⚾ Baseline Rotation,74
808982,Jung Hoo Lee,8,San Francisco Giants,Chase Burns (RHP),L vs R,0.136,10,14.1,8.8,⏳ Developing (Aug 29),17.6,⚾ Baseline Rotation,75
669394,Jake Burger,8,Texas Rangers,TBD Pitcher (RHP),R vs R,0.18,4,10.7,8.7,⏳ Developing (Sep 01),17.5,⚾ Baseline Rotation,76
805367,Chase Meidroth,4,Chicago White Sox,Kumar Rocker (RHP),R vs R,0.13,11,14.8,8.6,⏳ Developing (Aug 28),17.2,⚾ Baseline Rotation,77
666176,Jo Adell,7,Cleveland Guardians,George Klassen (RHP),R vs R,0.274,1,7.0,8.6,⏳ Developing (Sep 01),17.2,⚾ Baseline Rotation,78
691781,Brady House,4,Washington Nationals,Ryan Feltner (RHP),R vs R,0.156,6,12.3,8.5,⏳ Developing (Sep 01),17.1,⚾ Baseline Rotation,79
666160,Mickey Moniak,8,Colorado Rockies,Cade Cavalli (RHP),L vs R,0.273,1,7.0,8.6,⏳ Developing (Sep 01),17.1,⚾ Baseline Rotation,80
624431,Jose Trevino,7,Cincinnati Reds,TBD Pitcher (RHP),R vs R,0.141,8,13.6,8.4,⏳ Developing (Aug 30),16.8,⚾ Baseline Rotation,81
681082,Bryson Stott,5,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,0.147,7,13.1,8.4,⏳ Developing (Sep 01),16.8,⚾ Baseline Rotation,82
695657,Colson Montgomery,5,Chicago White Sox,Kumar Rocker (RHP),L vs R,0.217,2,8.8,8.4,⏳ Developing (Sep 01),16.8,⚾ Baseline Rotation,83
595879,Javier Báez,9,Detroit Tigers,Drew Rasmussen (RHP),R vs R,0.105,20,18.3,8.3,⚡ DUE NOW (Aug 25),16.5,⚡ DUE DATE WATCH: Critical Hazard Spike,84
608369,Corey Seager,3,Texas Rangers,TBD Pitcher (RHP),L vs R,0.189,3,10.2,8.2,⏳ Developing (Sep 02),16.5,⚾ Baseline Rotation,85
643376,Danny Jansen,4,Texas Rangers,TBD Pitcher (RHP),R vs R,0.129,10,14.9,8.1,⏳ Developing (Aug 29),16.3,⚾ Baseline Rotation,86
543510,James McCann,5,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,0.144,7,13.3,8.1,⏳ Developing (Sep 01),16.3,⚾ Baseline Rotation,87
690993,Colt Keith,3,Detroit Tigers,Drew Rasmussen (RHP),L vs R,0.151,6,12.7,8.1,⏳ Developing (Sep 01),16.3,⚾ Baseline Rotation,88
605137,Josh Bell,5,Minnesota Twins,Jeffrey Springs (LHP),S vs L,0.17,4,11.3,8.0,⏳ Developing (Sep 02),16.1,⚾ Baseline Rotation,89
553869,Elias Díaz,5,Texas Rangers,TBD Pitcher (RHP),R vs R,0.135,0,14.2,8.0,⏳ Developing (Sep 11),16.0,⚾ Baseline Rotation,90
677649,Ezequiel Duran,7,Texas Rangers,TBD Pitcher (RHP),R vs R,0.174,0,11.0,8.0,⏳ Developing (Sep 07),16.0,⚾ Baseline Rotation,91
664023,Ian Happ,4,Chicago Cubs,Merrill Kelly (RHP),S vs R,0.202,0,9.5,8.0,⏳ Developing (Sep 05),16.0,⚾ Baseline Rotation,92
624424,Michael Conforto,7,Chicago Cubs,Merrill Kelly (RHP),L vs R,0.225,0,8.5,8.0,⏳ Developing (Sep 03),16.0,⚾ Baseline Rotation,93
665487,Fernando Tatis Jr.,2,San Diego Padres,Braxton Ashcraft (RHP),R vs R,0.163,0,11.8,8.0,⏳ Developing (Sep 07),16.0,⚾ Baseline Rotation,94
701538,Jackson Merrill,5,San Diego Padres,Braxton Ashcraft (RHP),L vs R,0.176,0,10.9,8.0,⏳ Developing (Sep 06),16.0,⚾ Baseline Rotation,95
686797,Brooks Lee,3,Minnesota Twins,Jeffrey Springs (LHP),S vs L,0.187,0,10.3,8.0,⏳ Developing (Sep 06),16.0,⚾ Baseline Rotation,96
661531,Brian Serven,2,Athletics,Zebby Matthews (RHP),R vs R,0.279,0,6.9,8.0,⏳ Developing (Sep 01),16.0,⚾ Baseline Rotation,97
813841,Jonah Cox,7,San Francisco Giants,Chase Burns (RHP),R vs R,0.234,0,8.2,8.0,⏳ Developing (Sep 03),16.0,⚾ Baseline Rotation,98
545121,Ildemaro Vargas,4,Arizona Diamondbacks,Kevin Gausman (RHP),S vs R,0.147,6,13.1,7.8,⏳ Developing (Sep 02),15.6,⚾ Baseline Rotation,99
657757,Gavin Sheets,4,San Diego Padres,Braxton Ashcraft (RHP),L vs R,0.182,3,10.5,7.8,⏳ Developing (Sep 02),15.6,⚾ Baseline Rotation,100
660844,Leo Rivas,8,Seattle Mariners,Zack Wheeler (RHP),S vs R,0.05,42,24.0,7.8,⚡ DUE NOW (Aug 25),15.5,⚡ DUE DATE WATCH: Critical Hazard Spike,101
671732,Lawrence Butler,9,Athletics,Zebby Matthews (RHP),L vs R,0.138,7,13.9,7.7,⏳ Developing (Sep 01),15.3,⚾ Baseline Rotation,102
650402,Gleyber Torres,7,Detroit Tigers,Drew Rasmussen (RHP),R vs R,0.123,10,15.6,7.6,⏳ Developing (Aug 30),15.2,⚾ Baseline Rotation,103
702284,Cole Young,3,Seattle Mariners,Zack Wheeler (RHP),L vs R,0.137,7,14.0,7.6,⏳ Developing (Sep 02),15.1,⚾ Baseline Rotation,104
693304,Nick Gonzales,9,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,0.09,26,21.3,7.4,⚡ DUE NOW (Aug 25),14.9,⚡ DUE DATE WATCH: Critical Hazard Spike,105
672515,Gabriel Moreno,2,Arizona Diamondbacks,Kevin Gausman (RHP),R vs R,0.161,4,11.9,7.4,⏳ Developing (Sep 02),14.9,⚾ Baseline Rotation,106
595978,Austin Hedges,3,Cleveland Guardians,George Klassen (RHP),R vs R,0.111,13,17.3,7.4,⏳ Developing (Aug 29),14.7,⚾ Baseline Rotation,107
666139,Josh Lowe,6,Los Angeles Angels,Parker Messick (LHP),L vs L,0.148,5,13.0,7.3,⏳ Developing (Sep 02),14.6,⚾ Baseline Rotation,108
687231,Darell Hernaiz,4,Athletics,Zebby Matthews (RHP),R vs R,0.05,35,24.0,7.2,⚡ DUE NOW (Aug 25),14.3,⚡ DUE DATE WATCH: Critical Hazard Spike,109
683766,Christian Koss,4,San Francisco Giants,Chase Burns (RHP),R vs R,0.05,34,24.0,7.1,⚡ DUE NOW (Aug 25),14.1,⚡ DUE DATE WATCH: Critical Hazard Spike,110
547180,Bryce Harper,4,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,0.238,1,8.1,7.0,⏳ Developing (Sep 02),14.0,⚾ Baseline Rotation,111
701852,Drew Cavanaugh,5,San Francisco Giants,Chase Burns (RHP),L vs R,0.05,32,24.0,6.9,⚡ DUE NOW (Aug 25),13.8,⚡ DUE DATE WATCH: Critical Hazard Spike,112
667452,Corey Julks,4,Detroit Tigers,Drew Rasmussen (RHP),R vs R,0.167,3,11.5,6.9,⏳ Developing (Sep 03),13.8,⚾ Baseline Rotation,113
608348,Carson Kelly,2,Chicago Cubs,Merrill Kelly (RHP),R vs R,0.108,12,17.8,6.8,⏳ Developing (Aug 30),13.7,⚾ Baseline Rotation,114
664761,Alec Bohm,1,Philadelphia Phillies,Logan Gilbert (RHP),R vs R,0.142,5,13.5,6.9,⏳ Developing (Sep 03),13.7,⚾ Baseline Rotation,115
663538,Nico Hoerner,9,Chicago Cubs,Merrill Kelly (RHP),R vs R,0.098,16,19.6,6.8,⏳ Developing (Aug 28),13.5,⚾ Baseline Rotation,116
666023,Freddy Fermin,3,San Diego Padres,Braxton Ashcraft (RHP),R vs R,0.112,10,17.1,6.6,⏳ Developing (Sep 02),13.3,⚾ Baseline Rotation,117
691011,Drew Romo,6,Chicago White Sox,Kumar Rocker (RHP),S vs R,0.162,3,11.9,6.6,⏳ Developing (Sep 03),13.2,⚾ Baseline Rotation,118
681715,Heriberto Hernández,6,Miami Marlins,Ranger Suarez (LHP),R vs L,0.226,1,8.5,6.5,⏳ Developing (Sep 02),13.0,⚾ Baseline Rotation,119
663743,Nick Fortes,9,Tampa Bay Rays,Framber Valdez (LHP),R vs L,0.101,13,19.0,6.4,⏳ Developing (Sep 01),12.9,⚾ Baseline Rotation,120
668709,JJ Bleday,6,Cincinnati Reds,TBD Pitcher (RHP),L vs R,0.222,1,8.6,6.4,⏳ Developing (Sep 02),12.7,⚾ Baseline Rotation,121
702176,Alan Roden,1,Minnesota Twins,Jeffrey Springs (LHP),L vs L,0.063,26,24.0,6.3,⚡ DUE NOW (Aug 25),12.5,⚡ DUE DATE WATCH: Critical Hazard Spike,122
647304,Josh Naylor,6,Seattle Mariners,Zack Wheeler (RHP),L vs R,0.101,12,19.0,6.2,⏳ Developing (Sep 02),12.4,⚾ Baseline Rotation,123
680776,Jarren Duran,9,Boston Red Sox,Sandy Alcantara (RHP),L vs R,0.155,3,12.4,6.2,⏳ Developing (Sep 05),12.4,⚾ Baseline Rotation,124
682668,Luisangel Acuña,8,Chicago White Sox,Kumar Rocker (RHP),R vs R,0.05,25,24.0,6.2,⚡ DUE NOW (Aug 25),12.3,⚡ DUE DATE WATCH: Critical Hazard Spike,125
695257,Billy Cook,1,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,0.06,25,24.0,6.2,⚡ DUE NOW (Aug 25),12.3,⚡ DUE DATE WATCH: Critical Hazard Spike,126
694197,Angel Genao,1,Cleveland Guardians,George Klassen (RHP),S vs R,0.102,11,18.8,6.0,⏳ Developing (Sep 02),12.1,⚾ Baseline Rotation,127
694378,Jacob Gonzalez,6,Pittsburgh Pirates,Robbie Ray (LHP),L vs L,0.116,7,16.6,5.9,⏳ Developing (Sep 05),11.9,⚾ Baseline Rotation,128
682829,Elly De La Cruz,2,Cincinnati Reds,TBD Pitcher (RHP),S vs R,0.212,1,9.1,5.9,⏳ Developing (Sep 03),11.9,⚾ Baseline Rotation,129
686668,Brenton Doyle,3,Chicago White Sox,Kumar Rocker (RHP),R vs R,0.112,7,17.1,5.7,⏳ Developing (Sep 06),11.3,⚾ Baseline Rotation,130
691594,Javier Sanoja,8,Miami Marlins,Ranger Suarez (LHP),R vs L,0.145,3,13.2,5.6,⏳ Developing (Sep 06),11.2,⚾ Baseline Rotation,131
668800,Andrew Knizner,1,San Francisco Giants,Chase Burns (RHP),R vs R,0.2,1,9.6,5.5,⏳ Developing (Sep 03),10.9,⚾ Baseline Rotation,132
671083,Buddy Kennedy,3,San Francisco Giants,Chase Burns (RHP),R vs R,0.05,18,24.0,5.3,⏳ Developing (Sep 01),10.6,⚾ Baseline Rotation,133
677587,Brayan Rocchio,4,Cleveland Guardians,George Klassen (RHP),S vs R,0.119,5,16.1,5.3,⏳ Developing (Sep 07),10.6,⚾ Baseline Rotation,134
656577,Alex Jackson,2,Minnesota Twins,Jeffrey Springs (LHP),R vs L,0.106,7,18.1,5.2,⏳ Developing (Sep 07),10.4,⚾ Baseline Rotation,135
672356,Gabriel Arias,3,Chicago Cubs,Merrill Kelly (RHP),R vs R,0.05,16,24.0,5.0,⏳ Developing (Sep 03),10.1,⚾ Baseline Rotation,136
596117,Garrett Stubbs,8,Philadelphia Phillies,Logan Gilbert (RHP),L vs R,0.05,16,24.0,5.0,⏳ Developing (Sep 03),10.1,⚾ Baseline Rotation,137
663968,Jake Mangum,7,Pittsburgh Pirates,Robbie Ray (LHP),S vs L,0.09,11,21.3,5.0,⏳ Developing (Sep 06),10.1,⚾ Baseline Rotation,138
667472,Dane Myers,1,Cincinnati Reds,TBD Pitcher (RHP),R vs R,0.109,6,17.6,5.1,⏳ Developing (Sep 07),10.1,⚾ Baseline Rotation,139
683227,Cody Freeman,2,Texas Rangers,TBD Pitcher (RHP),R vs R,0.057,15,24.0,4.9,⏳ Developing (Sep 05),10.0,⚾ Baseline Rotation,140
640902,Jhonny Pereda,5,Seattle Mariners,Zack Wheeler (RHP),R vs R,0.081,12,23.7,4.5,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,141
669707,Jared Triolo,8,Pittsburgh Pirates,Robbie Ray (LHP),R vs L,0.067,9,24.0,3.9,⏳ Developing (Sep 13),10.0,⚾ Baseline Rotation,142
695681,Christian Moore,2,Los Angeles Angels,Parker Messick (LHP),R vs L,0.05,8,24.0,3.7,⏳ Developing (Sep 14),10.0,⚾ Baseline Rotation,143
703607,Henry Bolte,6,Athletics,Zebby Matthews (RHP),R vs R,0.099,8,19.4,5.0,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,144
621550,Patrick Wisdom,9,Seattle Mariners,Zack Wheeler (RHP),R vs R,0.098,8,19.6,4.9,⏳ Developing (Sep 07),10.0,⚾ Baseline Rotation,145
671155,Ivan Johnson,5,Cincinnati Reds,TBD Pitcher (RHP),S vs R,0.05,7,24.0,3.5,⏳ Developing (Sep 15),10.0,⚾ Baseline Rotation,146
