player_id,player_name,order,team,opp_pitcher,blended_ba,ld_rate,contact_rate,hit_prob,score,target_call,rank
592663,J.T. Realmuto,9,Philadelphia Phillies,Logan Gilbert,0.222,21.0,76.0,49.9,49.9,⚾ Standard Hit Prob,118
677594,Julio Rodríguez,7,Seattle Mariners,Zack Wheeler,0.221,21.0,76.0,49.8,49.8,⚾ Standard Hit Prob,119
665804,Miguel Amaya,8,Chicago Cubs,Merrill Kelly,0.221,21.0,76.0,49.8,49.8,⚾ Standard Hit Prob,120
624431,Jose Trevino,7,Cincinnati Reds,TBD Pitcher,0.22,21.0,76.0,49.6,49.6,⚾ Standard Hit Prob,121
669707,Jared Triolo,8,Pittsburgh Pirates,Robbie Ray,0.219,21.0,76.0,49.5,49.5,⚾ Standard Hit Prob,122
656537,Derek Hill,6,Philadelphia Phillies,Logan Gilbert,0.219,21.0,76.0,49.4,49.4,⚾ Standard Hit Prob,123
553869,Elias Díaz,5,Texas Rangers,José Urquidy,0.218,21.0,76.0,49.4,49.4,⚾ Standard Hit Prob,124
681715,Heriberto Hernández,6,Miami Marlins,Ranger Suarez,0.218,21.0,76.0,49.3,49.3,⚾ Standard Hit Prob,125
687597,Jordan Beck,7,Colorado Rockies,Cade Cavalli,0.217,21.0,76.0,49.1,49.1,⚾ Standard Hit Prob,126
668709,JJ Bleday,6,Cincinnati Reds,TBD Pitcher,0.217,21.0,76.0,49.1,49.1,⚾ Standard Hit Prob,127
680776,Jarren Duran,9,Boston Red Sox,Sandy Alcantara,0.217,21.0,76.0,49.0,49.0,⚾ Standard Hit Prob,128
553993,Eugenio Suárez,3,Cincinnati Reds,TBD Pitcher,0.215,21.0,76.0,48.8,48.8,⚾ Standard Hit Prob,129
663457,Lars Nootbaar,9,Arizona Diamondbacks,Kevin Gausman,0.215,21.0,76.0,48.8,48.8,⚾ Standard Hit Prob,130
678662,Ezequiel Tovar,5,Colorado Rockies,Cade Cavalli,0.215,21.0,76.0,48.8,48.8,⚾ Standard Hit Prob,131
694378,Jacob Gonzalez,6,Pittsburgh Pirates,Robbie Ray,0.215,21.0,76.0,48.8,48.8,⚾ Standard Hit Prob,132
666139,Josh Lowe,6,Los Angeles Angels,Parker Messick,0.215,21.0,76.0,48.7,48.7,⚾ Standard Hit Prob,133
678545,Osleivis Basabe,9,San Francisco Giants,Chase Burns,0.214,21.0,76.0,48.7,48.7,⚾ Standard Hit Prob,134
687231,Darell Hernaiz,4,Athletics,Zebby Matthews,0.214,21.0,76.0,48.6,48.6,⚾ Standard Hit Prob,135
702284,Cole Young,3,Seattle Mariners,Zack Wheeler,0.214,21.0,76.0,48.5,48.5,⚾ Standard Hit Prob,136
683766,Christian Koss,4,San Francisco Giants,Chase Burns,0.212,21.0,76.0,48.3,48.3,⚾ Standard Hit Prob,137
701852,Drew Cavanaugh,5,San Francisco Giants,Chase Burns,0.212,21.0,76.0,48.2,48.2,⚾ Standard Hit Prob,138
701162,Ben Malgeri,1,Detroit Tigers,Drew Rasmussen,0.209,21.0,76.0,47.8,47.8,⚾ Standard Hit Prob,139
694208,Moisés Ballesteros,8,Los Angeles Angels,Parker Messick,0.208,21.0,76.0,47.5,47.5,⚾ Standard Hit Prob,140
682668,Luisangel Acuña,8,Chicago White Sox,Kumar Rocker,0.208,21.0,76.0,47.5,47.5,⚾ Standard Hit Prob,141
694673,Abimelec Ortiz,1,Washington Nationals,Ryan Feltner,0.206,21.0,76.0,47.2,47.2,⚾ Standard Hit Prob,142
657757,Gavin Sheets,4,San Diego Padres,Braxton Ashcraft,0.205,21.0,76.0,47.1,47.1,⚾ Standard Hit Prob,143
656775,Cedric Mullins,1,Tampa Bay Rays,Framber Valdez,0.205,21.0,76.0,47.1,47.1,⚾ Standard Hit Prob,144
680574,Matt McLain,9,Cincinnati Reds,TBD Pitcher,0.204,21.0,76.0,46.9,46.9,⚾ Standard Hit Prob,145
695657,Colson Montgomery,5,Chicago White Sox,Kumar Rocker,0.204,21.0,76.0,46.8,46.8,⚾ Standard Hit Prob,146
686611,Dylan Crews,7,Washington Nationals,Ryan Feltner,0.202,21.0,76.0,46.6,46.6,⚾ Standard Hit Prob,147
668800,Andrew Knizner,1,San Francisco Giants,Chase Burns,0.2,21.0,76.0,46.1,46.1,⚾ Standard Hit Prob,148
678489,Jorge Barrosa,7,Arizona Diamondbacks,Kevin Gausman,0.197,21.0,76.0,45.6,45.6,⚾ Standard Hit Prob,149
693307,Dillon Dingler,5,Detroit Tigers,Drew Rasmussen,0.197,21.0,76.0,45.6,45.6,⚾ Standard Hit Prob,150
622761,Jorge Mateo,5,Tampa Bay Rays,Framber Valdez,0.196,21.0,76.0,45.4,45.4,⚾ Standard Hit Prob,151
621439,Byron Buxton,4,Minnesota Twins,Jeffrey Springs,0.196,21.0,76.0,45.4,45.4,⚾ Standard Hit Prob,152
695670,Harry Ford,8,Washington Nationals,Ryan Feltner,0.194,21.0,76.0,45.0,45.0,⚾ Standard Hit Prob,153
694497,Evan Carter,6,Texas Rangers,José Urquidy,0.192,21.0,76.0,44.7,44.7,⚾ Standard Hit Prob,154
686668,Brenton Doyle,3,Chicago White Sox,Kumar Rocker,0.189,21.0,76.0,44.1,44.1,⚾ Standard Hit Prob,155
695257,Billy Cook,1,Pittsburgh Pirates,Robbie Ray,0.188,21.0,76.0,43.9,43.9,⚾ Standard Hit Prob,156
687749,Jase Bowen,7,San Diego Padres,Braxton Ashcraft,0.186,21.0,76.0,43.5,43.5,⚾ Standard Hit Prob,157
624424,Michael Conforto,7,Chicago Cubs,Merrill Kelly,0.183,21.0,76.0,43.0,43.0,⚾ Standard Hit Prob,158
695681,Christian Moore,2,Los Angeles Angels,Parker Messick,0.179,21.0,76.0,42.2,42.2,⚾ Standard Hit Prob,159
641680,Jonah Heim,8,Athletics,Zebby Matthews,0.179,21.0,76.0,42.2,42.2,⚾ Standard Hit Prob,160
672724,Oswald Peraza,9,Los Angeles Angels,Parker Messick,0.177,21.0,76.0,41.9,41.9,⚾ Standard Hit Prob,161
663647,Ke'Bryan Hayes,8,Cincinnati Reds,TBD Pitcher,0.176,21.0,76.0,41.7,41.7,⚾ Standard Hit Prob,162
592626,Joc Pederson,9,Texas Rangers,José Urquidy,0.176,21.0,76.0,41.7,41.7,⚾ Standard Hit Prob,163
699302,Héctor Rodríguez,4,Cincinnati Reds,TBD Pitcher,0.171,21.0,76.0,40.7,40.7,⚾ Standard Hit Prob,164
668939,Adley Rutschman,1,Boston Red Sox,Sandy Alcantara,0.166,21.0,76.0,39.6,39.6,⚾ Standard Hit Prob,165
691011,Drew Romo,6,Chicago White Sox,Kumar Rocker,0.163,21.0,76.0,39.1,39.1,⚾ Standard Hit Prob,166
671083,Buddy Kennedy,3,San Francisco Giants,Chase Burns,0.158,21.0,76.0,38.1,38.1,⚾ Standard Hit Prob,167
680779,Henry Davis,5,Pittsburgh Pirates,Robbie Ray,0.158,21.0,76.0,38.1,38.1,⚾ Standard Hit Prob,168
660844,Leo Rivas,8,Seattle Mariners,Zack Wheeler,0.152,21.0,76.0,37.0,37.0,⚾ Standard Hit Prob,169
690924,Braxton Fulford,1,Colorado Rockies,Cade Cavalli,0.152,21.0,76.0,36.9,36.9,⚾ Standard Hit Prob,170
663728,Cal Raleigh,2,Seattle Mariners,Zack Wheeler,0.151,21.0,76.0,36.8,36.8,⚾ Standard Hit Prob,171
668670,Jake Rogers,7,Chicago White Sox,Kumar Rocker,0.148,21.0,76.0,36.2,36.2,⚾ Standard Hit Prob,172
596117,Garrett Stubbs,8,Philadelphia Phillies,Logan Gilbert,0.145,21.0,76.0,35.6,35.6,⚾ Standard Hit Prob,173
640459,Brian Navarreto,2,Miami Marlins,Ranger Suarez,0.129,21.0,76.0,35.1,35.1,⚾ Standard Hit Prob,174
690022,Ryan Ritter,9,Colorado Rockies,Cade Cavalli,0.111,21.0,76.0,35.1,35.1,⚾ Standard Hit Prob,175
643376,Danny Jansen,4,Texas Rangers,José Urquidy,0.135,21.0,76.0,35.1,35.1,⚾ Standard Hit Prob,176
672356,Gabriel Arias,3,Chicago Cubs,Merrill Kelly,0.096,21.0,76.0,35.1,35.1,⚾ Standard Hit Prob,177
681807,David Fry,6,Cleveland Guardians,George Klassen,0.125,21.0,76.0,35.1,35.1,⚾ Standard Hit Prob,178
621550,Patrick Wisdom,9,Seattle Mariners,Zack Wheeler,0.123,21.0,76.0,35.1,35.1,⚾ Standard Hit Prob,179
671155,Ivan Johnson,5,Cincinnati Reds,TBD Pitcher,0.083,21.0,76.0,35.1,35.1,⚾ Standard Hit Prob,180
